ElapsedTime_s,Height_km,Latitude_deg,LongitudeW_deg,TotalRadius_km,LatitudeRadius_km,Gravity_ms2,Temperature_K,Pressure_Pa,Density_kgm3,PressureScaleHeight_km,DensityScaleHeight_km,SpeedOfSound_ms,PressureAtSurface_Pa,SigmaLevel,PressureAltitude_km,ReferenceTemperature_K,ReferencePressure_Pa,ReferenceDensity_kgm3,ProfileWeight,LowDensity_kgm3,HighDensity_kgm3,PerturbedDensity_kgm3,DensityPerturbation_pct,DensityStandardDeviation_pct,PerturbedSpeedOfSound_ms,RelativeStepSize,DensityDeviation_pct,LowDensityDeviation_pct,HighDensityDeviation_pct,PerturbedDensityDeviation_pct,EWWind_ms,NSWind_ms,EWWindPerturbation_ms,NSWindPerturbation_ms,PerturbedEWWind_ms,PerturbedNSWind_ms,EWStandardDeviation_ms,NSStandardDeviation_ms,LongitudeOfTheSun,SubsolarLatitude_deg,SubsolarLongitudeW_deg,LocalSolarTime_hr,SolarZenithAngle_deg,OneWayLightTime_min,OrbitalRadius_AU,SecondsPerSol,TotalNumberDensity_m3,SpecificGasConstant_JkgK,SpecificHeatRatio,AverageMolecularWeight,CompressibilityFactor,CO2nd_m3,CO2mass_pct,CO2mole_pct,CO2amw,COnd_m3,COmass_pct,COmole_pct,COamw,N2nd_m3,N2mass_pct,N2mole_pct,N2amw,Hend_m3,Hemass_pct,Hemole_pct,Heamw,Hnd_m3,Hmass_pct,Hmole_pct,Hamw,Nnd_m3,Nmass_pct,Nmole_pct,Namw,Ond_m3,Omass_pct,Omole_pct,Oamw,HeightAboveSurface_km,SurfaceHeight_km
0.0,59.000,22.00,48.00,6110.800,6051.800,8.700,268.7,2.797e+04,5.448e-01,5.979,6.966,259.1,9.209e+06,0.003,34.660,268.7,2.797e+04,5.448e-01,0.0,5.281e-01,5.621e-01,5.395e-01,-1.0,3.12,260.4,16.58,-0.0,-3.1,3.2,-1.0,-73.7,3.5,6.6,0.8,-67.2,4.3,14.5,7.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,7.5526e+24,1.914e+02,1.308e+00,43.440,0.9981,7.2882e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.6434e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,59.451,-0.451
0.0,60.000,22.00,48.00,6111.800,6051.800,8.697,262.8,2.357e+04,4.694e-01,5.846,6.713,256.6,9.209e+06,0.003,34.888,262.8,2.357e+04,4.694e-01,0.0,4.544e-01,4.849e-01,4.595e-01,-2.1,3.25,259.3,17.06,0.0,-3.2,3.3,-2.1,-75.0,3.7,14.7,-5.3,-60.3,-1.6,15.0,7.5,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.5073e+24,1.914e+02,1.311e+00,43.440,0.9982,6.2796e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.2776e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,60.451,-0.451
0.0,61.000,22.00,48.00,6112.800,6051.800,8.694,258.6,1.977e+04,4.001e-01,5.698,6.264,254.7,9.209e+06,0.002,35.009,258.6,1.977e+04,4.001e-01,0.0,3.868e-01,4.138e-01,3.867e-01,-3.3,3.37,259.1,17.57,-0.0,-3.3,3.4,-3.3,-76.2,3.9,14.2,-3.1,-62.0,0.8,15.1,7.5,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.5472e+24,1.914e+02,1.313e+00,43.440,0.9984,5.3530e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.9415e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,61.451,-0.451
0.0,62.000,22.00,48.00,6113.800,6051.800,8.691,254.5,1.659e+04,3.411e-01,5.698,6.264,252.9,9.209e+06,0.002,36.009,254.5,1.659e+04,3.411e-01,0.0,3.294e-01,3.532e-01,3.378e-01,-1.0,3.50,254.1,18.11,-0.0,-3.4,3.6,-1.0,-77.4,4.1,10.8,-0.2,-66.7,3.9,15.2,7.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.7287e+24,1.914e+02,1.315e+00,43.440,0.9986,4.5632e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.6550e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,62.451,-0.451
0.0,63.000,22.00,48.00,6114.800,6051.800,8.688,251.0,1.385e+04,2.886e-01,5.535,5.992,251.3,9.209e+06,0.002,35.973,251.0,1.385e+04,2.886e-01,0.0,2.784e-01,2.993e-01,2.853e-01,-1.1,3.62,252.8,18.69,0.0,-3.6,3.7,-1.1,-78.7,4.3,14.7,-1.2,-64.0,3.1,15.3,7.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.0019e+24,1.914e+02,1.317e+00,43.440,0.9987,3.8618e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.4006e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,63.451,-0.451
0.0,64.000,22.00,48.00,6115.800,6051.800,8.685,247.5,1.156e+04,2.443e-01,5.535,5.992,249.8,9.209e+06,0.001,36.973,247.5,1.156e+04,2.443e-01,0.0,2.353e-01,2.536e-01,2.445e-01,0.1,3.75,249.7,19.30,-0.0,-3.7,3.8,0.1,-79.9,4.5,12.4,-1.0,-67.6,3.5,15.4,7.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.3867e+24,1.914e+02,1.319e+00,43.440,0.9989,3.2682e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.1854e+23,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,64.451,-0.451
0.0,65.000,22.00,48.00,6116.800,6051.800,8.683,244.2,9.599e+03,2.055e-01,5.378,5.786,248.3,9.209e+06,0.001,36.926,244.2,9.599e+03,2.055e-01,0.0,1.977e-01,2.136e-01,2.105e-01,2.4,3.87,245.4,19.95,-0.0,-3.8,3.9,2.4,-81.1,4.7,9.1,2.8,-72.1,7.5,15.5,7.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.8492e+24,1.914e+02,1.320e+00,43.440,0.9991,2.7494e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,9.9721e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,65.451,-0.451
0.0,66.000,22.00,48.00,6117.800,6051.800,8.680,241.0,7.970e+03,1.729e-01,5.378,5.786,246.9,9.209e+06,0.001,37.926,241.0,7.970e+03,1.729e-01,0.0,1.661e-01,1.800e-01,1.756e-01,1.6,4.00,245.0,19.95,-0.0,-3.9,4.1,1.6,-82.4,4.9,6.1,0.5,-76.3,5.4,15.6,7.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.3969e+24,1.914e+02,1.322e+00,43.440,0.9993,2.3130e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,8.3892e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,66.451,-0.451
0.0,67.000,22.00,48.00,6118.800,6051.800,8.677,238.2,6.590e+03,1.446e-01,5.259,5.603,245.6,9.209e+06,0.001,38.085,238.2,6.590e+03,1.446e-01,0.0,1.388e-01,1.507e-01,1.425e-01,-1.5,4.12,247.4,19.95,-0.0,-4.0,4.2,-1.5,-83.6,5.1,3.0,-3.1,-80.7,2.0,15.7,7.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.0052e+24,1.914e+02,1.324e+00,43.440,0.9993,1.9350e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,7.0181e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,67.451,-0.451
0.0,68.000,22.00,48.00,6119.800,6051.800,8.674,235.4,5.448e+03,1.210e-01,5.259,5.603,244.3,9.209e+06,0.001,39.085,235.4,5.448e+03,1.210e-01,0.0,1.160e-01,1.263e-01,1.202e-01,-0.7,4.25,245.1,19.95,-0.0,-4.2,4.3,-0.7,-84.8,5.3,-16.4,-1.5,-101.3,3.7,15.8,7.9,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.6774e+24,1.914e+02,1.325e+00,43.440,0.9994,1.6187e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,5.8710e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,68.451,-0.451
0.0,69.000,22.00,48.00,6120.800,6051.800,8.671,232.6,4.484e+03,1.008e-01,5.131,5.467,243.0,9.209e+06,0.000,39.137,232.6,4.484e+03,1.008e-01,0.0,9.646e-02,1.053e-01,9.914e-02,-1.6,4.37,245.0,19.95,0.0,-4.3,4.5,-1.6,-86.1,5.4,-20.6,-2.7,-106.7,2.8,15.9,8.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.3970e+24,1.914e+02,1.327e+00,43.440,0.9994,1.3481e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,4.8897e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,69.451,-0.451
0.0,70.000,22.00,48.00,6121.800,6051.800,8.668,229.8,3.690e+03,8.393e-02,5.131,5.467,241.7,9.209e+06,0.000,40.137,229.8,3.690e+03,8.393e-02,0.0,8.024e-02,8.779e-02,8.338e-02,-0.7,4.50,242.5,19.95,-0.0,-4.4,4.6,-0.7,-87.3,5.6,-22.2,-2.8,-109.5,2.8,16.0,8.0,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.1635e+24,1.914e+02,1.328e+00,43.440,0.9995,1.1228e+24,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,4.0723e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,70.451,-0.451
0.0,71.000,22.00,48.00,6122.800,6051.800,8.666,226.9,3.023e+03,6.961e-02,5.014,5.350,240.3,9.209e+06,0.000,40.222,226.9,3.023e+03,6.961e-02,0.0,6.647e-02,7.291e-02,6.846e-02,-1.7,4.62,242.3,19.95,-0.0,-4.5,4.7,-1.7,-88.5,5.8,-28.3,-3.7,-116.9,2.1,16.1,8.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,9.6515e+23,1.914e+02,1.330e+00,43.440,0.9995,9.3137e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,3.3780e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,71.451,-0.451
0.0,72.000,22.00,48.00,6123.800,6051.800,8.663,224.1,2.476e+03,5.775e-02,5.014,5.350,239.0,9.209e+06,0.000,41.222,224.1,2.476e+03,5.775e-02,0.0,5.507e-02,6.056e-02,5.552e-02,-3.9,4.75,243.7,19.95,-0.0,-4.6,4.9,-3.9,-89.8,6.0,-33.2,-5.1,-123.0,0.9,16.2,8.1,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.0059e+23,1.914e+02,1.332e+00,43.440,0.9996,7.7257e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.8021e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,72.451,-0.451
0.0,73.000,22.00,48.00,6124.800,6051.800,8.660,221.3,2.018e+03,4.765e-02,4.891,5.206,237.6,9.209e+06,0.000,41.213,221.3,2.018e+03,4.765e-02,0.0,4.539e-02,5.003e-02,4.611e-02,-3.2,4.87,241.6,19.95,-0.0,-4.8,5.0,-3.2,-91.0,6.1,-26.6,-4.1,-117.6,2.0,16.3,8.2,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.6069e+23,1.914e+02,1.334e+00,43.440,0.9996,6.3756e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,2.3124e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,73.451,-0.451
0.0,74.000,22.00,48.00,6125.800,6051.800,8.657,218.6,1.645e+03,3.933e-02,4.891,5.206,236.3,9.209e+06,0.000,42.213,218.6,1.645e+03,3.933e-02,0.0,3.741e-02,4.134e-02,3.913e-02,-0.5,5.00,236.9,19.95,0.0,-4.9,5.1,-0.5,-92.2,6.3,-34.2,-7.3,-126.4,-1.1,16.4,8.2,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.4523e+23,1.914e+02,1.335e+00,43.440,0.9997,5.2615e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.9083e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,74.451,-0.451
0.0,75.000,22.00,48.00,6126.800,6051.800,8.654,215.3,1.333e+03,3.236e-02,4.762,5.129,234.7,9.209e+06,0.000,42.093,215.3,1.333e+03,3.236e-02,0.0,3.075e-02,3.406e-02,3.253e-02,0.5,5.12,234.1,19.95,0.0,-5.0,5.3,0.5,-93.5,6.4,-36.3,-17.3,-129.8,-11.0,16.5,8.2,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.4865e+23,1.914e+02,1.337e+00,43.440,0.9998,4.3295e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.5703e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,75.451,-0.451
0.0,76.000,22.00,48.00,6127.800,6051.800,8.651,212.1,1.081e+03,2.663e-02,4.762,5.129,233.2,9.209e+06,0.000,43.093,212.1,1.081e+03,2.663e-02,0.0,2.527e-02,2.806e-02,2.652e-02,-0.4,5.24,233.6,19.95,0.0,-5.1,5.4,-0.4,-94.7,6.5,-34.2,-9.9,-128.9,-3.3,16.6,8.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.6917e+23,1.914e+02,1.339e+00,43.440,0.9998,3.5625e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.2921e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,76.451,-0.451
0.0,77.000,22.00,48.00,6128.800,6051.800,8.649,208.7,8.705e+02,2.179e-02,4.619,4.993,231.5,9.209e+06,0.000,42.804,208.7,8.705e+02,2.179e-02,0.0,2.066e-02,2.299e-02,2.203e-02,1.1,5.37,230.2,19.95,-0.0,-5.2,5.5,1.1,-95.9,6.6,-34.5,-11.1,-130.4,-4.4,16.7,8.3,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.0216e+23,1.914e+02,1.342e+00,43.440,0.9999,2.9159e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,1.0576e+22,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,77.451,-0.451
0.0,78.000,22.00,48.00,6129.800,6051.800,8.646,205.3,7.010e+02,1.784e-02,4.619,4.993,229.8,9.209e+06,0.000,43.804,205.3,7.010e+02,1.784e-02,0.0,1.689e-02,1.885e-02,1.804e-02,1.1,5.49,228.5,19.95,0.0,-5.3,5.6,1.1,-97.2,6.8,-29.0,-12.8,-126.1,-6.0,16.8,8.4,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.4732e+23,1.914e+02,1.344e+00,43.440,1.0000,2.3866e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,8.6561e+21,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,78.451,-0.451
0.0,79.000,22.00,48.00,6130.800,6051.800,8.643,201.2,5.600e+02,1.454e-02,4.454,4.899,227.7,9.209e+06,0.000,43.238,201.2,5.600e+02,1.454e-02,0.0,1.375e-02,1.538e-02,1.450e-02,-0.3,5.61,228.0,19.95,0.0,-5.5,5.8,-0.3,-98.4,6.9,-21.0,-6.2,-119.4,0.7,16.9,8.4,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.0165e+23,1.914e+02,1.347e+00,43.440,1.0000,1.9459e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,7.0578e+21,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,79.451,-0.451
0.0,80.000,22.00,48.00,6131.800,6051.800,8.640,197.1,4.474e+02,1.186e-02,4.454,4.899,225.6,9.209e+06,0.000,44.238,197.1,4.474e+02,1.186e-02,0.0,1.120e-02,1.256e-02,1.156e-02,-2.5,5.74,228.6,19.95,0.0,-5.6,5.9,-2.5,-99.6,6.9,-20.8,3.8,-120.5,10.8,17.0,8.5,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.6442e+23,1.914e+02,1.349e+00,43.440,1.0000,1.5866e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,5.7546e+21,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,80.451,-0.451
0.0,81.000,22.00,48.00,6132.800,6051.800,8.637,193.5,3.544e+02,9.570e-03,4.293,4.665,223.8,9.209e+06,0.000,43.635,193.5,3.544e+02,9.570e-03,0.0,9.026e-03,1.015e-02,9.217e-03,-3.7,5.86,228.0,19.95,-0.0,-5.7,6.0,-3.7,-96.3,6.7,-25.8,8.7,-122.1,15.4,17.1,8.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.3269e+23,1.914e+02,1.352e+00,43.440,1.0000,1.2805e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,4.6443e+21,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,81.451,-0.451
0.0,82.000,22.00,48.00,6133.800,6051.800,8.634,189.9,2.808e+02,7.725e-03,4.293,4.665,221.8,9.209e+06,0.000,44.635,189.9,2.808e+02,7.725e-03,0.0,7.277e-03,8.201e-03,7.541e-03,-2.4,5.98,224.5,19.95,-0.0,-5.8,6.2,-2.4,-92.6,7.6,-17.7,6.8,-110.3,14.4,17.2,8.6,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,1.0709e+23,1.914e+02,1.354e+00,43.440,1.0000,1.0334e+23,97.74,96.50,44.00,0.0000e+00,0.00,0.00,28.00,3.7482e+21,2.26,3.50,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,0.0000e+00,0.00,0.00,16.00,82.451,-0.451
0.0,83.000,22.00,48.00,6134.800,6051.800,8.632,186.9,2.206e+02,6.168e-03,4.145,4.445,220.2,9.209e+06,0.000,44.103,186.9,2.206e+02,6.168e-03,0.0,5.803e-03,6.556e-03,6.132e-03,-0.6,6.10,220.8,19.95,0.0,-5.9,6.3,-0.6,-88.8,8.4,-27.3,7.1,-116.1,15.5,17.3,8.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,8.5522e+22,1.914e+02,1.356e+00,43.438,1.0000,8.2517e+22,97.74,96.49,44.00,3.7106e+17,0.00,0.00,28.00,3.0037e+21,2.26,3.51,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,7.4211e+16,0.00,0.00,16.00,83.451,-0.451
0.0,84.000,22.00,48.00,6135.800,6051.800,8.629,183.8,1.733e+02,4.926e-03,4.145,4.445,218.6,9.209e+06,0.000,45.103,183.8,1.733e+02,4.926e-03,0.0,4.629e-03,5.242e-03,4.852e-03,-1.5,6.23,220.2,19.95,0.0,-6.0,6.4,-1.5,-85.0,9.3,-32.7,9.3,-117.7,18.6,17.4,8.7,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,6.8296e+22,1.914e+02,1.358e+00,43.436,1.0000,6.5888e+22,97.73,96.47,44.00,1.1734e+18,0.00,0.00,28.00,2.4071e+21,2.27,3.52,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,2.3468e+17,0.00,0.00,16.00,84.451,-0.451
0.0,85.000,22.00,48.00,6136.800,6051.800,8.626,181.0,1.351e+02,3.900e-03,4.018,4.283,217.0,9.209e+06,0.000,44.721,181.0,1.351e+02,3.900e-03,0.0,3.660e-03,4.155e-03,3.937e-03,1.0,6.35,216.0,19.95,0.0,-6.1,6.6,1.0,-81.2,10.1,-26.8,8.4,-108.0,18.5,17.5,8.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,5.4079e+22,1.914e+02,1.359e+00,43.431,1.0000,5.2157e+22,97.71,96.45,44.00,1.6393e+18,0.00,0.00,28.00,1.9200e+21,2.29,3.55,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,3.2785e+17,0.00,0.00,16.00,85.451,-0.451
0.0,86.000,22.00,48.00,6137.800,6051.800,8.623,178.2,1.054e+02,3.088e-03,4.018,4.283,215.5,9.209e+06,0.000,45.721,178.2,1.054e+02,3.088e-03,0.0,2.895e-03,3.294e-03,3.026e-03,-2.0,6.47,217.7,19.95,0.0,-6.3,6.7,-2.0,-77.5,11.0,-15.1,3.9,-92.5,14.9,17.6,8.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,4.2823e+22,1.915e+02,1.361e+00,43.427,1.0000,4.1288e+22,97.69,96.42,44.00,2.2901e+18,0.00,0.01,28.00,1.5315e+21,2.31,3.58,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,4.5802e+17,0.00,0.00,16.00,86.451,-0.451
0.0,87.000,22.00,48.00,6138.800,6051.800,8.620,175.9,8.154e+01,2.421e-03,3.902,4.109,214.2,9.209e+06,0.000,45.403,175.9,8.154e+01,2.421e-03,0.0,2.266e-03,2.586e-03,2.410e-03,-0.4,6.59,214.7,19.95,0.0,-6.4,6.8,-0.4,-73.7,11.8,-15.2,6.6,-89.0,18.4,17.7,8.8,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,3.3578e+22,1.915e+02,1.362e+00,43.419,1.0000,3.2359e+22,97.66,96.37,44.00,2.6557e+18,0.01,0.01,28.00,1.2160e+21,2.34,3.62,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,5.3114e+17,0.00,0.00,16.00,87.451,-0.451
0.0,88.000,22.00,48.00,6139.800,6051.800,8.618,173.6,6.311e+01,1.898e-03,3.902,4.109,212.9,9.209e+06,0.000,46.403,173.6,6.311e+01,1.898e-03,0.0,1.775e-03,2.030e-03,1.875e-03,-1.2,6.71,214.2,19.95,0.0,-6.5,6.9,-1.2,-69.9,12.6,-12.0,4.4,-81.9,17.1,17.8,8.9,262.53,-2.62,56.59,11.43,26.01,5.86,0.72,10087200.0,2.6330e+22,1.915e+02,1.364e+00,43.411,1.0000,2.5361e+22,97.63,96.32,44.00,3.0797e+18,0.01,0.01,28.00,9.6551e+20,2.37,3.67,28.00,0.0000e+00,0.00,0.00,4.00,0.0000e+00,0.00,0.00,1.01,0.0000e+00,0.00,0.00,14.00,6.1594e+17,0.00,0.00,16.00,88.451,-0.451
